age,gender,year,loc,deaths,nb_c,orphans
10-14,Female,2004,17,9,0.00953706978425923,0.08583362805833306
10-14,Male,2004,17,17,1.0153218105143632e-4,0.0017260470778744175
15-19,Female,2004,17,25,0.2810447985793939,7.026119964484848
15-19,Male,2004,17,98.5,0.07012662365489108,6.907472430006772
20-24,Female,2004,17,34,0.8683033707478132,29.52231460542565
20-24,Male,2004,17,174,0.4323365494816521,75.22655960980747
25-29,Female,2004,17,28,1.4844181748925527,41.56370889699147
25-29,Male,2004,17,155,1.005769121986607,155.89421390792407
30-34,Female,2004,17,31,1.9068927129043909,59.113674100036114
30-34,Male,2004,17,137,1.5651809637587768,214.4297920349524
35-39,Female,2004,17,42,1.7839820755100964,74.92724717142404
35-39,Male,2004,17,138,1.8598971448481658,256.6658059890469
40-44,Female,2004,17,66,1.2532135747953799,82.71209593649507
40-44,Male,2004,17,142,1.6460199435577532,233.73483198520094
45-49,Female,2004,17,92,0.7065152667095148,64.99940453727537
45-49,Male,2004,17,157,1.184445356106445,185.95792090871186
50-54,Male,2004,17,171,0.7322874320272023,125.22115087665159
50-66,Female,2004,17,517,0.12042665851208922,62.26058245075013
55-59,Male,2004,17,189,0.4070001673632157,76.92303163164777
60-76,Male,2004,17,999,0.09582218200930831,95.726359827299
10-14,Female,2004,18,5,0.011111197279141227,0.055555986395706136
10-14,Male,2004,18,7,1.1857586354036173e-4,8.300310447825321e-4
15-19,Female,2004,18,10,0.3285328695880799,3.285328695880799
15-19,Male,2004,18,44,0.08183499069636103,3.6007395906398854
20-24,Female,2004,18,11,0.9924017877094689,10.916419664804158
20-24,Male,2004,18,77,0.49889726577103444,38.41508946436965
25-29,Female,2004,18,10,1.6329361543871743,16.329361543871745
25-29,Male,2004,18,70,1.1323207501060486,79.2624525074234
30-34,Female,2004,18,11,2.0380618227004534,22.41868004970499
30-34,Male,2004,18,54,1.7067464021210896,92.16430571453884
35-39,Female,2004,18,12,1.8809927240341948,22.571912688410336
35-39,Male,2004,18,48,1.9833982998221464,95.20311839146302
40-44,Female,2004,18,15,1.3063448637626767,19.595172956440152
40-44,Male,2004,18,43,1.7338943990642577,74.55745915976308
45-49,Female,2004,18,19,0.7265331471075104,13.804129795042698
45-49,Male,2004,18,43,1.2391295126180382,53.28256904257564
50-54,Male,2004,18,47,0.7631588892619348,35.868467795310934
50-66,Female,2004,18,101,0.12246130942875685,12.368592252304442
55-59,Male,2004,18,52,0.4225738604906623,21.97384074551444
60-76,Male,2004,18,304,0.0975278684967073,29.64847202299902
10-14,Female,2004,19,10,0.010919584727734315,0.10919584727734315
10-14,Male,2004,19,28,4.537414856317961e-5,0.0012704761597690292
15-19,Female,2004,19,33,0.31865271146395985,10.515539478310675
15-19,Male,2004,19,129,0.07965785998015525,10.275863937440027
20-24,Female,2004,19,43.5,0.9646977340166313,41.96435142972346
20-24,Male,2004,19,236,0.48740449470544683,115.02746075048545
25-29,Female,2004,19,34,1.6009450630834985,54.432132144838945
25-29,Male,2004,19,198.5,1.1088210350082153,220.10097544913074
30-34,Female,2004,19,30,2.012414960620039,60.37244881860118
30-34,Male,2004,19,157,1.6822604288705607,264.11488733267805
35-39,Female,2004,19,43,1.8627125741489794,80.09664068840611
35-39,Male,2004,19,142,1.9673880183978179,279.3690986124901
40-44,Female,2004,19,61,1.298468116565397,79.20655511048922
40-44,Male,2004,19,135,1.7260361755818872,233.01488370355477
45-49,Female,2004,19,76,0.7262334352482581,55.19374107886762
45-49,Male,2004,19,141.5,1.2353948048208925,174.8083648821563
50-54,Male,2004,19,152,0.7611803057999695,115.69940648159537
50-66,Female,2004,19,485,0.12296242031810004,59.636773854278516
55-59,Male,2004,19,181,0.421673794021174,76.3229567178325
60-76,Male,2004,19,1188,0.09882542230813776,117.40460170206767
10-14,Female,2004,20,9,0.011275517521518648,0.10147965769366783
10-14,Male,2004,20,19,1.4450241163715152e-4,0.002745545821105879
15-19,Female,2004,20,27,0.32911193500715197,8.886022245193104
15-19,Male,2004,20,98,0.08236658699993438,8.071925525993569
20-24,Female,2004,20,32,0.9777331240069882,31.287459968223622
20-24,Male,2004,20,168,0.49879414900247077,83.79741703241508
25-29,Female,2004,20,30,1.5955493183290452,47.86647954987136
25-29,Male,2004,20,145,1.1148797636447512,161.65756572848892
30-34,Female,2004,20,29,1.9847554691365905,57.55790860496113
30-34,Male,2004,20,122,1.6676253424346628,203.45029177702887
35-39,Female,2004,20,32,1.829115424683452,58.531693589870464
35-39,Male,2004,20,110,1.9333786932724477,212.67165625996924
40-44,Female,2004,20,42,1.2687923921196145,53.28928046902381
40-44,Male,2004,20,98,1.6884571930257655,165.46880491652502
45-49,Female,2004,20,54,0.7053966599172617,38.091419635532134
45-49,Male,2004,20,95,1.2041589816545415,114.39510325718145
50-54,Male,2004,20,107,0.7408267085512991,79.268457814989
50-66,Female,2004,20,269,0.11790998712527857,31.717786536699936
55-59,Male,2004,20,117.5,0.4098990973291542,48.163143936175615
60-76,Male,2004,20,622.5,0.09520102952538638,59.26264087955302
10-14,Female,2004,23,19,0.01129313243416146,0.21456951624906773
10-14,Male,2004,23,31,1.4185645945832283e-4,0.004397550243208008
15-19,Female,2004,23,41,0.326713581299166,13.395256833265806
15-19,Male,2004,23,146,0.08195989887994892,11.966145236472542
20-24,Female,2004,23,49,0.9776377661576292,47.90425054172383
20-24,Male,2004,23,255,0.49730177455233854,126.81195251084633
25-29,Female,2004,23,46,1.598044423750894,73.51004349254112
25-29,Male,2004,23,232,1.117442697285138,259.246705770152
30-34,Female,2004,23,46,1.986724011917103,91.38930454818674
30-34,Male,2004,23,204,1.6717038880114594,341.0275931543377
35-39,Female,2004,23,57,1.8311704430515632,104.3767152539391
35-39,Male,2004,23,191,1.937423149201447,370.0478214974764
40-44,Female,2004,23,77,1.2717951404145391,97.92822581191952
40-44,Male,2004,23,176.5,1.6910286247760027,298.46655227296446
45-49,Female,2004,23,98,0.7083949918435203,69.42270920066498
45-49,Male,2004,23,179,1.2075624199755266,216.15367317561928
50-54,Male,2004,23,184,0.7444876747438537,136.98573215286908
50-66,Female,2004,23,539,0.11963325083130835,64.4823221980752
55-59,Male,2004,23,223,0.4134553454355392,92.20054203212524
60-76,Male,2004,23,1324,0.0965034676408503,127.77059115648579
10-14,Female,2004,25,14,0.010192469079965969,0.14269456711952355
10-14,Male,2004,25,24,5.31128567823223e-5,0.0012747085627757351
15-19,Female,2004,25,30,0.3077364327553301,9.232092982659902
15-19,Male,2004,25,160,0.076440053785946,12.230408605751359
20-24,Female,2004,25,37,0.9515505377079727,35.207369895194994
20-24,Male,2004,25,274.5,0.4727700756483895,129.77538576548292
25-29,Female,2004,25,35,1.616740986319463,56.58593452118121
25-29,Male,2004,25,231,1.095690165936031,253.10442833122315
30-34,Female,2004,25,39,2.065953959617124,80.57220442506784
30-34,Male,2004,25,215,1.6937829171781869,364.1633271933102
35-39,Female,2004,25,62,1.9276639451088866,119.51516459675096
35-39,Male,2004,25,228,2.006511208299744,457.4845554923416
40-44,Female,2004,25,93,1.3502518854391743,125.5734253458432
40-44,Male,2004,25,228,1.771689193146398,403.94513603737875
45-49,Female,2004,25,122,0.7577698276902927,92.44791897821571
45-49,Male,2004,25,245,1.273314621136101,311.96208217834476
50-54,Male,2004,25,266,0.7867962788703668,209.28781017951758
50-66,Female,2004,25,744,0.1271999959631922,94.636796996615
55-59,Male,2004,25,295,0.435434757379422,128.45325342692948
60-76,Male,2004,25,1867.5,0.10128396993520757,189.14781385400013
10-14,Female,2004,27,4,0.01254315249059837,0.05017260996239348
10-14,Male,2004,27,5,1.006753045885939e-4,5.033765229429695e-4
15-19,Female,2004,27,9,0.374678662121999,3.372107959097991
15-19,Male,2004,27,44,0.09336740348851207,4.108165753494531
20-24,Female,2004,27,9,1.096687350076391,9.870186150687518
20-24,Male,2004,27,74,0.5629020996609115,41.65475537490745
25-29,Female,2004,27,7,1.732383242868782,12.126682700081474
25-29,Male,2004,27,57,1.2331881515700467,70.29172463949266
30-34,Female,2004,27,6,2.095038706635676,12.570232239814056
30-34,Male,2004,27,40,1.790823895654637,71.63295582618548
35-39,Female,2004,27,7,1.903148747337955,13.322041231365684
35-39,Male,2004,27,34,2.031236973067053,69.0620570842798
40-44,Female,2004,27,11,1.3050120393688192,14.35513243305701
40-44,Male,2004,27,36,1.7496104336858351,62.98597561269006
45-49,Female,2004,27,16,0.714119540393635,11.42591264629816
45-49,Male,2004,27,34,1.2374660294088409,42.07384499990059
50-54,Male,2004,27,34,0.7560342182632294,25.7051634209498
50-66,Female,2004,27,96,0.11705132460031531,11.23692716163027
55-59,Male,2004,27,36,0.41155743765950553,14.8160677557422
60-76,Male,2004,27,202,0.08934350255847948,18.047387516812854
10-14,Female,2004,41,9,0.011872537537950431,0.10685283784155389
10-14,Male,2004,41,15,1.4483608476720087e-4,0.002172541271508013
15-19,Female,2004,41,21,0.3493583972187011,7.336526341592723
15-19,Male,2004,41,93,0.08740331221410198,8.128508035911484
20-24,Female,2004,41,26,1.0598999685736095,27.557399182913848
20-24,Male,2004,41,160,0.5351841378399834,85.62946205439735
25-29,Female,2004,41,21,1.7699350247487835,37.168635519724454
25-29,Male,2004,41,135,1.219211730836391,164.59358366291278
30-34,Female,2004,41,24,2.2354378190851514,53.65050765804364
30-34,Male,2004,41,114,1.8569103437682055,211.68777918957542
35-39,Female,2004,41,29,2.0737366640459363,60.13836325733215
35-39,Male,2004,41,111,2.1752772256418536,241.45577204624576
40-44,Female,2004,41,42,1.4461653680163808,60.73894545668799
40-44,Male,2004,41,105,1.9088999981392174,200.43449980461781
45-49,Female,2004,41,54.5,0.8093483674130111,44.1094860240091
45-49,Male,2004,41,106.5,1.3662393867124083,145.50449468487147
50-54,Male,2004,41,113,0.8430548070874663,95.26519320088369
50-66,Female,2004,41,317,0.13647996628128523,43.264149311167415
55-59,Male,2004,41,130,0.4676462823182997,60.79401670137896
60-76,Male,2004,41,767.5,0.10901739152034008,83.67084799186101
10-14,Female,2004,44,8,0.012387430194036434,0.09909944155229147
10-14,Male,2004,44,13,2.246959978581948e-4,0.0029210479721565323
15-19,Female,2004,44,19,0.36268941033329316,6.89109879633257
15-19,Male,2004,44,63,0.09094385491289045,5.729462859512099
20-24,Female,2004,44,22,1.0664482016681833,23.461860436700032
20-24,Male,2004,44,108,0.5477486242376761,59.15685141766902
25-29,Female,2004,44,20,1.7050333519239835,34.10066703847967
25-29,Male,2004,44,93,1.207535316850673,112.30078446711259
30-34,Female,2004,44,18,2.0867369939521,37.5612658911378
30-34,Male,2004,44,73,1.7731083999133312,129.43691319367318
35-39,Female,2004,44,21,1.9084252892443605,40.07693107413157
35-39,Male,2004,44,62,2.029368062454889,125.82081987220312
40-44,Female,2004,44,28,1.317565406762575,36.8918313893521
40-44,Male,2004,44,61,1.759180880950457,107.31003373797788
45-49,Female,2004,44,32,0.7279588807826425,23.29468418504456
45-49,Male,2004,44,55.5,1.2489197957403972,69.31504866359205
50-54,Male,2004,44,60,0.7666311627487751,45.997869764926506
50-66,Female,2004,44,174,0.12166954481495466,21.170500797802113
55-59,Male,2004,44,61,0.42467016125186846,25.904879836363975
60-76,Male,2004,44,309,0.09715848913913028,30.021973143991257
10-14,Female,2004,47,12,0.01191619671635628,0.14299436059627535
10-14,Male,2004,47,21,1.495927659625101e-4,0.003141448085212712
15-19,Female,2004,47,26,0.34890806979820893,9.071609814753431
15-19,Male,2004,47,107,0.08729414634275337,9.340473658674611
20-24,Female,2004,47,32,1.0361301826109839,33.156165843551484
20-24,Male,2004,47,180,0.5287470458727502,95.17446825709504
25-29,Female,2004,47,30,1.6869395682528843,50.608187047586526
25-29,Male,2004,47,163,1.1804236728428847,192.4090586733902
30-34,Female,2004,47,30,2.0924698492008145,62.774095476024435
30-34,Male,2004,47,141,1.7604875938956885,248.22875073929208
35-39,Female,2004,47,38,1.9258004086799387,73.18041552983767
35-39,Male,2004,47,130,2.034118432929658,264.43539628085557
40-44,Female,2004,47,49,1.3359769081490567,65.46286849930378
40-44,Male,2004,47,119.5,1.77449003538797,212.0515592288624
45-49,Female,2004,47,59,0.7433886742081366,43.85993177828006
45-49,Male,2004,47,120,1.264385416229212,151.72624994750544
50-54,Male,2004,47,134,0.779414021565235,104.44147888974149
50-66,Female,2004,47,357,0.1256353006133377,44.85180231896155
55-59,Male,2004,47,144,0.43320889516799677,62.38208090419153
60-76,Male,2004,47,813.5,0.10195250174007217,82.93836016554872
10-14,Female,2004,50,9,0.010333029550640492,0.09299726595576444
10-14,Male,2004,50,18,1.5156196038484298e-4,0.0027281152869271736
15-19,Female,2004,50,20,0.308948429927046,6.17896859854092
15-19,Male,2004,50,88,0.07738885983198054,6.810219665214288
20-24,Female,2004,50,24,0.9454581985107111,22.690996764257065
20-24,Male,2004,50,155,0.4743780583803433,73.52859904895321
25-29,Female,2004,50,23,1.5950268753761627,36.685618133651744
25-29,Male,2004,50,138,1.0902832427023825,150.4590874929288
30-34,Female,2004,50,23,2.0317786099140336,46.730908028022775
30-34,Male,2004,50,118,1.6771396547977495,197.90247926613443
35-39,Female,2004,50,29,1.8946852077505731,54.94587102476662
35-39,Male,2004,50,111,1.97705826943696,219.45346790750256
40-44,Female,2004,50,42,1.3259230435880893,55.68876783069975
40-44,Male,2004,50,106,1.7406894361275158,184.51308022951667
45-49,Female,2004,50,50,0.7433375696218993,37.16687848109497
45-49,Male,2004,50,105,1.2487753129761043,131.12140786249097
50-54,Male,2004,50,109,0.7706663706924207,84.00263440547386
50-66,Female,2004,50,254,0.12479796774597357,31.698683807477288
55-59,Male,2004,50,121,0.42742800350343485,51.71878842391562
60-76,Male,2004,50,667,0.09998146579668496,66.68763768638887
10-14,Female,2004,52,11,0.010672750539181139,0.11740025593099253
10-14,Male,2004,52,22,1.1378988563767644e-4,0.002503377484028882
15-19,Female,2004,52,28,0.3167002072120481,8.867605801937348
15-19,Male,2004,52,150,0.07917542697595056,11.876314046392585
20-24,Female,2004,52,38,0.9556977126419259,36.316513080393186
20-24,Male,2004,52,259,0.4839540850739159,125.34410803414421
25-29,Female,2004,52,32,1.576764543578238,50.45646539450362
25-29,Male,2004,52,229,1.0947618057991033,250.70045352799465
30-34,Female,2004,52,33,1.9736438758714228,65.13024790375695
30-34,Male,2004,52,190,1.650743476735413,313.64126057972845
35-39,Female,2004,52,44,1.8245023743362057,80.27810447079305
35-39,Male,2004,52,171,1.9228365291844882,328.8050464905475
40-44,Female,2004,52,61,1.2697744002862779,77.45623841746296
40-44,Male,2004,52,158,1.6825882738177207,265.8489472631999
45-49,Female,2004,52,86,0.7075109938804879,60.845945473721954
45-49,Male,2004,52,160,1.2016784528708588,192.2685524593374
50-54,Male,2004,52,188,0.7399000724653482,139.10121362348545
50-66,Female,2004,52,595,0.11823729469667485,70.35119034452154
55-59,Male,2004,52,222,0.40935947122445226,90.8778026118284
60-76,Male,2004,52,1331.5,0.09495646146595764,126.4345284419226
10-14,Female,2004,54,15,0.01037774970430462,0.15566624556456932
10-14,Male,2004,54,25,1.4703673879480666e-4,0.0036759184698701665
15-19,Female,2004,54,35,0.3043959998197476,10.653859993691166
15-19,Male,2004,54,122,0.07619349432005289,9.295606307046452
20-24,Female,2004,54,42,0.9287510920912039,39.007545867830565
20-24,Male,2004,54,230,0.46683973160361325,107.37313826883104
25-29,Female,2004,54,38,1.5554185632628192,59.10590540398713
25-29,Male,2004,54,204,1.071043548126045,218.49288381771316
30-34,Female,2004,54,39,1.9682194775845576,76.76055962579775
30-34,Male,2004,54,176,1.637639049996031,288.22447279930145
35-39,Female,2004,54,50,1.8280293547476443,91.40146773738222
35-39,Male,2004,54,162,1.9232551835078977,311.5673397282794
40-44,Female,2004,54,67,1.278048151963051,85.62922618152443
40-44,Male,2004,54,154,1.6906222022799418,260.355819151111
45-49,Female,2004,54,86,0.7160058566093801,61.57650366840669
45-49,Male,2004,54,159,1.210979271071178,192.5457041003173
50-54,Male,2004,54,170,0.7469869293162731,126.98777798376642
50-66,Female,2004,54,505,0.1210385914653929,61.12448869002342
55-59,Male,2004,54,189,0.4141354939762196,78.27160836150551
60-76,Male,2004,54,1089,0.09705050549040238,105.6880004790482
10-14,Female,2004,63,5,0.009205879232921193,0.04602939616460597
10-14,Male,2004,63,10,1.276303957401889e-4,0.001276303957401889
15-19,Female,2004,63,14,0.27185276561408,3.80593871859712
15-19,Male,2004,63,46,0.06755633589419525,3.107591451132982
20-24,Female,2004,63,16,0.8464304499898708,13.542887199837933
20-24,Male,2004,63,83,0.41938418500263003,34.80888735521829
25-29,Female,2004,63,15,1.4587709581072317,21.881564371608476
25-29,Male,2004,63,72,0.9826653206916128,70.75190308979613
30-34,Female,2004,63,15.5,1.8836288659954656,29.196247422929716
30-34,Male,2004,63,66,1.5395689618172643,101.61155147993945
35-39,Female,2004,63,23,1.7664896392917162,40.629261703709474
35-39,Male,2004,63,67,1.8371346078985011,123.08801872919958
40-44,Female,2004,63,33,1.2436325437013147,41.03987394214339
40-44,Male,2004,63,70,1.6293195332599155,114.05236732819408
45-49,Female,2004,63,47,0.7026724044294822,33.02560300818566
45-49,Male,2004,63,81,1.174260443774672,95.11509594574844
50-54,Male,2004,63,89,0.727296869135708,64.72942135307801
50-66,Female,2004,63,257,0.12017423255082939,30.884777765563154
55-59,Male,2004,63,99,0.40511838450033394,40.10672006553306
60-76,Male,2004,63,546,0.09589234213298492,52.357218804609765
10-14,Female,2004,66,12,0.009430723281123245,0.11316867937347894
10-14,Male,2004,66,21,1.8610239281129478e-4,0.00390815024903719
15-19,Female,2004,66,26,0.2756880083699643,7.167888217619073
15-19,Male,2004,66,95,0.06888177685433172,6.543768801161514
20-24,Female,2004,66,33,0.8597322863708801,28.37116545023904
20-24,Male,2004,66,177,0.425605206598929,75.33212156801042
25-29,Female,2004,66,30,1.4857659664221008,44.572978992663025
25-29,Male,2004,66,152,0.9988137824992899,151.81969493989206
30-34,Female,2004,66,30,1.9215722704235372,57.64716811270611
30-34,Male,2004,66,132,1.56944502280878,207.16674301075895
35-39,Female,2004,66,43,1.8029234145996142,77.52570682778341
35-39,Male,2004,66,134,1.875133599961344,251.2679023948201
40-44,Female,2004,66,64,1.2702436638075796,81.2955944836851
40-44,Male,2004,66,134,1.6641782494321617,222.9998854239097
45-49,Female,2004,66,90,0.7186330771137417,64.67697694023676
45-49,Male,2004,66,150,1.2013192573587872,180.1978886038181
50-54,Male,2004,66,162,0.7453231425906508,120.74234909968543
50-66,Female,2004,66,491.5,0.1234002645266771,60.651230014861795
55-59,Male,2004,66,182,0.4154598463467846,75.6136920351148
60-76,Male,2004,66,919,0.09880328443776107,90.80021839830242
10-14,Female,2004,68,18,0.009386093985823693,0.1689496917448265
10-14,Male,2004,68,30,1.2066547870564382e-4,0.0036199643611693148
15-19,Female,2004,68,41,0.2828536240614106,11.596998586517836
15-19,Male,2004,68,161,0.07082884799150187,11.4034445266318
20-24,Female,2004,68,54,0.8740436196419773,47.198355460666775
20-24,Male,2004,68,314,0.43596554129887194,136.89317996784578
25-29,Female,2004,68,52,1.4957628008596746,77.77966564470307
25-29,Male,2004,68,272,1.014117320809223,275.83991126010864
30-34,Female,2004,68,53,1.9259153379776977,102.07351291281798
30-34,Male,2004,68,236,1.580847767142632,373.08007304566115
35-39,Female,2004,68,68,1.8035180848601076,122.63922977048732
35-39,Male,2004,68,231.5,1.881581869166553,435.586202712057
40-44,Female,2004,68,94,1.2677376055301286,119.16733491983209
40-44,Male,2004,68,222,1.6664362803403518,369.9488542355581
45-49,Female,2004,68,124,0.7143848990821781,88.58372748619009
45-49,Male,2004,68,220,1.1995245960972827,263.8954111414022
50-54,Male,2004,68,241,0.7416890053379239,178.74705028643967
50-66,Female,2004,68,736.5,0.12107540341843886,89.17203461768023
55-59,Male,2004,68,279,0.41059125006636116,114.55495876851477
60-76,Male,2004,68,1606.5,0.09539358060325148,153.2497872391235
10-14,Female,2004,70,7,0.011464281314492555,0.08024996920144789
10-14,Male,2004,70,13,7.388207783910058e-5,9.604670119083076e-4
15-19,Female,2004,70,19,0.3349789543569042,6.36460013278118
15-19,Male,2004,70,78,0.0840747588733273,6.557831192119529
20-24,Female,2004,70,22,0.9990546986329489,21.979203369924875
20-24,Male,2004,70,130,0.5096622416382636,66.25609141297426
25-29,Female,2004,70,19,1.6207471832054445,30.794196480903445
25-29,Male,2004,70,112,1.1407440463498808,127.76333319118665
30-34,Female,2004,70,19,2.0025240082803113,38.04795615732591
30-34,Male,2004,70,99,1.6951050749818908,167.8154024232072
35-39,Female,2004,70,24,1.839622641986055,44.150943407665324
35-39,Male,2004,70,93,1.9532622110160343,181.6533856244912
40-44,Female,2004,70,33,1.27394112141481,42.04005700668873
40-44,Male,2004,70,89,1.6989502394014175,151.20657130672615
45-49,Female,2004,70,47,0.706866320202661,33.222717049525066
45-49,Male,2004,70,87,1.2100084177759896,105.2707323465111
50-54,Male,2004,70,99,0.7438267183257822,73.63884511425243
50-66,Female,2004,70,278,0.11890791622658141,33.056400710989635
55-59,Male,2004,70,115,0.41257239481065594,47.445825403225435
60-76,Male,2004,70,636.5,0.0966684091264107,61.529442408960406
10-14,Female,2004,73,9,0.010276917985065524,0.09249226186558972
10-14,Male,2004,73,22,8.839329309978947e-5,0.0019446524481953682
15-19,Female,2004,73,30,0.30260653490030165,9.07819604700905
15-19,Male,2004,73,119,0.0756295986318515,8.999922237190328
