loc,year,orphans,children,orphan_rate
5001,2015,2790.0219899958456,570141.230709508,4.893562927423831
5002,2015,30.354748990444424,5955.096513075965,5.097272382369063
5004,2015,0.19056357649429104,785.6462264150944,0.24255647145895817
5021,2015,1.6858306603115094,1482.1521739130435,1.1374207655484745
5030,2015,35.918738913932906,7815.270305676856,4.595968854441573
5031,2015,37.88397449023186,8561.245971563982,4.425053855018623
5034,2015,64.67569411678573,12326.086780445472,5.247058151447504
5036,2015,1.930842058206995,1673.101075268817,1.1540498579243137
5038,2015,13.489558400531045,3891.191256830601,3.46669117763139
5040,2015,21.180844833688234,6716.444444444444,3.153579994428171
5042,2015,36.09643769182504,7734.328787140769,4.667042051773078
5044,2015,4.08737664251799,2409.149779735683,1.696605448485827
5045,2015,218.26742408199573,40643.303109485234,5.370317060452132
5051,2015,42.41327687606821,11654.274147727272,3.6392894433789618
5055,2015,8.07502141123023,2906.8217821782177,2.777955449741827
5059,2015,3.5328724765088824,1381.9235880398671,2.5564890179781505
5079,2015,64.21147020204191,12798.807055050775,5.016988686980966
5086,2015,3.1637411913730875,2077.6899488926747,1.5227205546521676
5088,2015,594.8560533343956,129329.47185714652,4.599539801658325
5091,2015,14.393955223870666,3467.2911392405063,4.151354658675589
5093,2015,27.061089087363182,5453.0567465321565,4.9625540949252995
5101,2015,48.06480311074336,7941.450924608819,6.052395660067741
5107,2015,12.40795290767428,3151.565943238731,3.9370754511083312
5113,2015,11.269211216683937,3265.2803738317757,3.451223149777985
5120,2015,59.228021472474765,12049.373469387756,4.915444078727209
5125,2015,11.769447930753454,2905.420084865629,4.050859286084192
5129,2015,95.61435259363338,17532.9296,5.453415645588025
5134,2015,12.658503705618697,3475.091687041565,3.6426387691644497
5138,2015,17.97823215128111,5153.368783473604,3.4886368328491657
5142,2015,1.794108474227548,1354.0680272108843,1.3249766172553834
5145,2015,1.9087533006430903,1339.8562874251497,1.4245955469681084
5147,2015,65.41994337333873,17020.734663434643,3.843544045949984
5148,2015,67.86543026215394,17074.596216568818,3.9746433474250358
5150,2015,1.5991174959133476,901.9963898916967,1.7728646298743553
5154,2015,147.75717428970128,32472.82727814175,4.550178924185028
5172,2015,100.54777867831417,20989.679729952248,4.790343634201937
5190,2015,13.565730118070247,2647.9502923976606,5.123106033001389
5197,2015,18.110883050177677,5310.794072948328,3.4102024671657585
5206,2015,2.854976401079972,1389.935691318328,2.054034887306247
5209,2015,34.787417690494564,6424.647814910026,5.4146808809911
5212,2015,89.45321572668809,17310.574468085106,5.167547494833855
5234,2015,30.673227538832027,10020.40595340811,3.0610763357745543
5237,2015,18.746936061926952,5550.84358390281,3.377312975687552
5240,2015,15.659557488251036,3224.140186915888,4.856971651480974
5250,2015,86.46045450142049,20739.33654773385,4.168911300630197
5264,2015,10.997238592183605,3390.337164750958,3.2437005695247487
5266,2015,264.36136589523915,41354.45264452645,6.392573205299798
5282,2015,33.44213164729018,6086.602711864407,5.4943838509621425
5284,2015,25.514905424430662,8365.631815907955,3.049967532148847
5306,2015,1.4639916871341145,1881.3319238900635,0.7781676739461226
5308,2015,58.30719776311891,12277.936430942047,4.748941167033325
5310,2015,13.226052124412174,2695.9452887537996,4.905905242062948
5313,2015,13.559395804411938,3896.9902676399024,3.4794533404425945
5315,2015,3.545021561024893,2068.467043314501,1.7138400016972803
5318,2015,62.74294552751626,13313.553395154053,4.71271220126355
5321,2015,5.2650181258720075,2145.232044198895,2.4542884020913225
5347,2015,3.6167849570881665,1425.720867208672,2.5368114055658313
5353,2015,1.7447135419468243,1584.4262295081967,1.1011642634118601
5360,2015,321.1027662408827,60774.87804878049,5.283478577828688
5361,2015,54.67820839704737,8123.463099630996,6.730898845288174
5364,2015,16.39437398253653,3964.767060964513,4.135015684514957
5368,2015,14.277490604096243,3507.0852017937223,4.071041843179038
5376,2015,72.29778337975932,15970.082004555808,4.527076527167163
5380,2015,82.994646111046535,15894.521278721279,5.221588285402169
5390,2015,10.343194181651542,2501.4952638700947,4.134804623075503
5400,2015,27.13791636934992,6128.0541535226075,4.428472022191604
5411,2015,13.548123754805626,3111.4493580599146,4.354280656926168
5425,2015,12.832186867864362,2821.1609195402298,4.548548357870932
5440,2015,68.99381892874219,18257.265194532072,3.778978844509821
5467,2015,5.046100079710676,1912.7306122448979,2.6381655876716814
5475,2015,0,2470.8245614035086,0
5480,2015,26.030873367007008,5971.935578330893,4.358867075100369
5483,2015,14.49092728146766,3641.099210822999,3.9798221477717637
5490,2015,61.08865681470248,17640.938482886217,3.4628915504674342
5495,2015,36.17696258119769,10522.329190056134,3.4381135514545424
5501,2015,0.7308673931254925,944.1709401709402,0.7740837617742933
5541,2015,21.680576568703515,5840.204697986577,3.7122973748125543
5543,2015,9.541401703574941,3032.5532467532466,3.1463261902458877
5576,2015,10.88093787525097,2733.771851851852,3.9801923733614575
5579,2015,70.5429564213472,11674.528968014483,6.042467033541022
5585,2015,15.754720606383259,4580.467298578199,3.4395443913055783
5591,2015,21.236118772644154,5461.1064388961895,3.888611037022095
5604,2015,39.37276258919214,10485.621886120996,3.754928703018255
5607,2015,26.585945461688212,5496.088412592097,4.837248505824089
5615,2015,152.77709067265877,31157.25793222534,4.903419004489623
5628,2015,11.864268512751602,3300.7303370786517,3.5944373823801086
5631,2015,93.40834012492695,15890.327152863618,5.878314475614412
5642,2015,72.06984781193867,5752.565337001375,12.528297131781267
5647,2015,8.029562178414185,2721.912225705329,2.9499710176486253
5649,2015,17.564998197735402,5455.054953560371,3.2199489001061647
